sample_id,time_ms,distance_cm,delta_cm,abs_delta_cm,velocity_cm_s,moving_avg_cm,event
3398.0,1080782.0,63.49,-1.06,1.06,-3.46,64.93,0
1705.0,556371.0,33.2,0.0,0.0,0.0,33.84,1
3249.0,1034656.0,166.41,-1.05,1.05,-3.34,167.83,0
1673.0,546611.0,32.26,1.06,1.06,3.49,31.41,1
1983.0,641008.0,36.27,0.0,0.0,0.0,36.08,1
2547.0,815984.0,126.1,-0.94,0.94,-3.04,127.47,0
1679.0,548441.0,33.2,0.0,0.0,0.0,32.64,1
953.0,325412.0,109.93,1.06,1.06,3.44,108.51,0
224.0,95153.0,376.2,0.0,0.0,0.0,376.63,0
621.0,221797.0,189.63,0.0,0.0,0.0,189.82,0
807.0,280205.0,189.63,-8.01,8.01,-25.51,196.46,0
2627.0,840783.0,130.1,0.0,0.0,0.0,129.28,0
1742.0,567655.0,27.18,0.0,0.0,0.0,27.61,1
3353.0,1066942.0,89.78,-0.94,0.94,-3.06,91.14,0
2436.0,781377.0,175.48,-1.06,1.06,-3.4,177.51,0
1611.0,527701.0,28.25,0.0,0.0,0.0,34.68,1
2919.0,932095.0,56.42,-64.6,64.6,-208.4,108.11,1
2671.0,854489.0,163.34,0.94,0.94,3.02,161.57,0
2445.0,784194.0,168.4,0.0,0.0,0.0,169.62,0
2320.0,745302.0,35.33,-2.93,2.93,-9.62,43.73,1
766.0,267329.0,195.63,0.0,0.0,0.0,195.84,0
3406.0,1083236.0,61.48,0.0,0.0,0.0,61.7,0
2328.0,747747.0,42.27,0.0,0.0,0.0,44.51,0
1702.0,555456.0,34.27,0.0,0.0,0.0,35.28,1
1576.0,516994.0,56.42,0.0,0.0,0.0,56.05,0
478.0,176823.0,216.84,1.06,1.06,3.38,215.22,0
2742.0,876743.0,194.69,0.0,0.0,0.0,193.86,0
2994.0,955365.0,31.2,0.0,0.0,0.0,89.71,1
3174.0,1011069.0,226.98,0.0,0.0,0.0,227.97,0
922.0,315833.0,101.79,0.0,0.0,0.0,102.0,0
2516.0,806346.0,142.22,0.0,0.0,0.0,143.22,0
3236.0,1030587.0,176.54,-0.94,0.94,-3.01,178.31,0
1678.0,548136.0,33.2,0.94,0.94,3.09,32.45,1
2550.0,816914.0,125.04,0.0,0.0,0.0,125.87,0
2478.0,794498.0,157.33,0.0,0.0,0.0,157.97,0
1297.0,431572.0,52.41,0.0,0.0,0.0,52.03,0
2776.0,887443.0,200.69,0.0,0.0,0.0,201.33,0
2316.0,744079.0,49.34,0.0,0.0,0.0,56.41,0
485.0,179035.0,218.85,2.01,2.01,6.35,217.25,0
1960.0,633993.0,34.27,0.0,0.0,0.0,34.05,1
1308.0,434938.0,53.47,1.06,1.06,3.47,52.62,0
1740.0,567046.0,27.18,-1.06,1.06,-3.49,28.03,1
1583.0,519136.0,54.42,0.0,0.0,0.0,54.42,0
1900.0,615693.0,28.25,0.0,0.0,0.0,27.82,1
1677.0,547831.0,32.26,0.0,0.0,0.0,32.26,1
3192.0,1016755.0,210.84,-0.94,0.94,-2.99,212.2,0
2687.0,859495.0,170.4,0.0,0.0,0.0,169.84,0
584.0,210179.0,186.56,2.01,2.01,6.39,183.54,0
2116.0,682141.0,177.49,-3.07,3.07,-9.78,184.18,0
1606.0,526174.0,53.47,0.0,0.0,0.0,54.04,0
1693.0,552711.0,36.27,0.0,0.0,0.0,36.08,1
1425.0,470740.0,57.49,0.0,0.0,0.0,57.06,0
1711.0,558201.0,31.2,0.0,0.0,0.0,31.62,1
3161.0,1006950.0,257.15,-1.06,1.06,-3.34,258.64,0
1982.0,640703.0,36.27,0.0,0.0,0.0,35.89,1
1613.0,528311.0,28.25,0.0,0.0,0.0,28.43,1
3298.0,1049929.0,128.11,-0.94,0.94,-3.03,129.7,0
2106.0,679013.0,124.1,49.53,49.53,161.33,65.1,1
1497.0,492772.0,67.5,8.01,8.01,26.17,61.1,0
3111.0,991050.0,259.27,228.08,228.08,747.8,76.81,1
1314.0,436774.0,54.42,0.94,0.94,3.08,53.66,0
3308.0,1053031.0,119.96,0.0,0.0,0.0,121.62,0
719.0,252569.0,191.62,0.0,0.0,0.0,191.2,0
1211.0,405250.0,63.49,-4.01,4.01,-13.07,77.02,0
548.0,198879.0,195.63,-2.01,2.01,-6.39,197.24,0
1682.0,549356.0,33.2,0.0,0.0,0.0,33.2,1
1945.0,629418.0,33.2,0.94,0.94,3.09,31.62,1
2700.0,863564.0,176.54,0.0,0.0,0.0,175.9,0
