time,ax,ay,az,gx,gy,gz,label
1632,1.566,-0.369,12.486,-4.177,-60.339,-19.523,0
1656,1.697,-0.232,12.598,-3.383,-48.331,-14.149,0
1680,2.002,-0.266,13.075,0.579,-39.896,-11.538,0
1704,2.306,-0.366,12.888,9.999,-30.568,-10.485,0
1728,2.306,-0.227,12.546,13.587,-30.270,-10.844,0
1752,2.581,-0.045,12.433,16.411,-19.706,-11.699,0
1776,2.614,0.077,12.567,18.235,-16.064,-11.134,0
1800,2.761,0.022,12.594,16.587,-20.125,-12.447,0
1824,2.863,0.115,12.668,20.495,-16.446,-14.164,0
1848,2.849,0.256,12.359,19.915,-18.660,-14.836,0
1872,2.768,0.259,12.493,16.709,-19.675,-14.775,0
1896,3.010,0.397,12.665,20.632,-13.385,-14.401,0
1920,3.141,0.599,12.119,20.915,-11.309,-13.126,0
1944,3.120,0.529,12.119,16.457,-12.774,-13.202,0
1968,3.002,0.627,12.555,15.923,-14.057,-14.508,0
1992,3.206,0.697,12.265,20.770,-12.507,-13.638,0
2016,3.072,0.800,11.672,17.701,-0.141,-15.340,0
2040,2.756,0.855,11.779,11.648,4.554,-13.057,0
2064,2.629,0.658,12.854,6.587,7.684,-8.317,0
2088,3.199,1.032,12.656,16.663,18.241,-5.653,0
2112,3.050,1.097,12.242,17.213,19.264,-10.263,0
2136,2.808,1.085,12.232,13.800,26.669,-12.202,0
2160,2.188,1.147,12.263,12.464,48.386,-12.248,0
2184,1.944,1.276,12.160,7.877,51.821,-8.393,0
2208,2.251,1.228,12.225,0.342,53.256,-3.905,0
2232,2.052,1.125,12.445,-0.154,62.249,-1.546,0
2256,1.697,1.190,12.677,-1.123,72.745,-2.615,0
2280,1.410,1.243,12.653,-6.390,81.836,-2.676,0
2304,1.070,1.231,12.579,-10.062,74.501,1.698,0
2328,0.541,0.941,12.704,-14.772,57.974,4.332,0
2352,0.409,0.807,12.740,-16.848,59.569,5.660,0
2376,0.455,0.678,12.519,-20.360,66.172,6.355,0
2400,0.019,0.618,13.058,-21.932,77.287,2.065,0
2424,-0.486,0.472,13.171,-19.551,74.959,0.187,0
2448,-0.527,0.433,12.807,-16.986,58.165,-0.157,0
2472,-0.594,0.529,12.699,-16.597,45.638,-4.714,0
2496,-1.075,0.388,13.082,-16.681,29.546,-3.813,0
2520,-0.996,0.326,12.759,-15.719,3.058,-2.195,0
2544,-0.572,0.484,12.701,-22.009,-1.973,-6.973,0
2568,-0.551,0.304,12.984,-28.818,17.852,-7.752,0
2592,-1.030,0.187,12.981,-27.146,22.699,-8.004,0
2616,-0.735,0.170,12.869,-22.520,11.943,-9.706,0
2640,-0.814,0.165,12.500,-22.642,12.539,-12.241,0
2664,-1.530,-0.369,12.740,-30.673,21.722,-17.721,0
2688,-1.417,-0.280,12.759,-37.818,10.371,-17.042,0
2712,-1.118,-0.306,12.998,-36.131,16.027,-11.012,0
2736,-1.233,-0.582,12.763,-30.551,26.394,-11.088,0
2760,-1.592,-0.587,12.574,-27.116,26.890,-13.470,0
2784,-1.654,-0.575,13.001,-24.696,17.111,-10.622,0
2808,-1.389,-0.982,12.639,-24.360,24.157,-7.897,0
2832,-1.918,-1.389,12.177,-21.780,21.890,-19.187,0
2856,-2.428,-0.893,12.797,-21.299,7.432,-17.042,0
2880,-1.858,-1.252,12.517,-18.390,1.394,-8.599,0
2904,-1.441,-1.142,12.435,-14.375,3.050,-6.263,0
2928,-1.618,-1.195,12.407,-14.734,7.577,-9.302,0
2952,-1.774,-1.144,11.887,-17.230,-0.370,-13.821,0
2976,-1.599,-1.422,11.765,-25.681,-2.797,-14.141,0
3000,-2.330,-1.834,12.651,-31.230,9.577,-12.424,0
3024,-1.856,-1.556,12.637,-30.421,8.470,-9.615,0
3048,-2.059,-1.913,12.435,-32.474,-2.171,-7.050,0
3072,-1.901,-2.073,12.359,-31.940,-3.095,-6.958,0
3096,-1.911,-2.164,12.409,-34.513,0.043,-10.844,0
3120,-1.999,-2.461,12.766,-34.505,7.493,-12.576,0
3144,-2.105,-2.600,12.531,-30.696,2.775,-9.286,0
3168,-2.066,-2.672,12.206,-29.528,-7.935,-8.347,0
3192,-1.757,-2.533,12.309,-27.345,-9.706,-10.073,0
3216,-1.887,-2.655,12.227,-24.284,-12.507,-9.691,0
3240,-2.243,-2.847,12.191,-22.497,-12.248,-8.080,0
