time,ax,ay,az,gx,gy,gz,label
1632,-0.333,0.086,12.802,0.177,-0.794,-0.071,0
1656,-0.345,0.081,12.847,0.025,-0.206,0.081,0
1680,-0.366,0.034,12.838,-0.036,0.015,-0.033,0
1704,-0.350,0.074,12.854,-0.174,0.343,-0.048,0
1728,-0.354,0.048,12.888,-0.059,0.237,0.028,0
1752,-0.335,0.086,12.833,-0.082,0.427,0.013,0
1776,-0.318,0.081,12.771,-0.296,0.985,-0.071,0
1800,-0.333,0.084,12.847,-0.441,1.954,-0.102,0
1824,-0.283,0.113,12.775,0.116,-0.496,0.020,0
1848,-0.357,0.072,12.809,-0.082,0.343,0.119,0
1872,-0.326,0.057,12.828,-0.166,0.466,-0.026,0
1896,-0.311,0.084,12.823,-0.113,0.641,0.005,0
1920,-1.432,0.050,12.809,1.055,-8.733,22.089,0
1944,-0.548,0.235,13.041,-0.166,-8.191,7.425,0
1968,-0.572,0.065,13.010,-0.800,-21.176,2.806,0
1992,-0.314,0.024,13.091,-4.365,-33.847,-2.453,0
2016,0.098,0.045,12.802,-4.983,-41.832,-1.308,0
2040,0.302,0.045,12.862,-4.258,-41.443,1.005,0
2064,0.572,-0.057,12.491,-3.800,-38.443,1.982,0
2088,0.479,-0.043,12.828,-1.739,-26.443,0.974,0
2112,0.723,-0.053,12.629,-0.647,-33.573,0.974,0
2136,0.795,-0.041,12.759,-1.097,-21.450,-0.216,0
2160,0.807,-0.014,12.945,-0.838,-21.527,0.119,0
2184,0.960,-0.029,12.799,-0.968,-25.443,0.700,0
2208,1.097,-0.069,12.677,-0.746,-25.405,0.845,0
2232,1.077,0.041,12.826,-0.929,-19.076,0.639,0
2256,1.393,-0.041,12.718,-0.899,-22.611,0.860,0
2280,1.281,-0.062,12.742,-1.471,-19.855,1.127,0
2304,1.508,0.098,12.991,-2.456,-19.824,1.303,0
2328,1.568,0.110,12.953,-3.250,-30.817,7.257,0
2352,1.523,-0.192,12.392,-3.479,-40.931,10.929,0
2376,1.872,-0.148,12.172,-3.823,-22.573,8.219,0
2400,2.078,-0.034,12.711,-3.815,-8.863,7.661,0
2424,1.997,-0.165,12.651,-0.899,-15.817,15.135,0
2448,1.678,-0.239,12.948,-3.151,-18.557,13.745,0
2472,2.976,0.002,11.863,-4.815,-29.626,-2.881,0
2496,2.274,-0.134,12.299,-4.655,-14.053,-10.636,0
2520,2.203,0.000,12.613,-3.479,-13.763,-8.491,0
2544,2.289,-0.072,12.567,-3.013,-19.099,-3.354,0
2568,2.433,-0.215,12.256,-2.861,-19.649,-3.293,0
2592,2.600,-0.187,12.433,-1.929,-15.290,-5.560,0
2616,2.729,-0.184,12.773,-3.219,-15.794,-5.697,0
2640,2.892,-0.170,12.280,-2.800,-24.931,-7.407,0
2664,2.813,-0.158,12.380,-3.288,-18.359,-8.903,0
2688,2.349,-0.318,13.606,-1.708,-23.183,-10.453,0
2712,3.002,-0.263,12.986,14.994,-26.382,-5.926,0
2736,3.043,-0.079,12.215,15.872,-30.641,-8.888,0
2760,2.713,-0.144,12.445,9.880,-19.977,-14.155,0
2784,2.653,0.019,12.392,14.620,-12.886,-12.728,0
2808,2.796,-0.072,12.098,17.979,-16.389,-8.087,0
2832,2.895,0.036,12.570,12.971,-12.718,-5.751,0
2856,3.067,0.005,12.507,11.567,-8.015,-2.598,0
2880,2.952,0.249,12.567,12.208,2.634,-0.652,0
2904,3.175,0.345,12.103,9.559,7.504,2.226,0
2928,3.139,0.433,11.863,2.025,15.321,2.181,0
2952,2.624,0.294,12.318,3.376,17.679,5.730,0
