time,ax,ay,az,gx,gy,gz,label
1632,-0.208,-0.017,12.795,-0.088,0.011,-0.012,0
1656,-0.158,-0.045,12.881,-0.004,-0.019,0.064,0
1680,-0.163,0.014,12.823,-0.057,0.042,0.072,0
1704,-0.192,-0.012,12.819,0.050,0.111,-0.035,0
1728,-0.204,-0.041,12.823,-0.004,0.057,-0.165,0
1752,-0.204,-0.019,12.821,-0.034,0.050,-0.089,0
1776,-0.199,-0.026,12.854,0.034,-0.065,-0.058,0
1800,-0.189,-0.019,12.826,0.027,-0.004,-0.096,0
1824,-0.182,-0.005,12.840,0.050,-0.011,-0.020,0
1848,-0.182,-0.017,12.831,0.050,-0.004,-0.058,0
1872,-0.180,-0.022,12.828,0.011,0.027,0.026,0
1896,-0.189,-0.050,12.905,0.042,0.019,-0.081,0
1920,-0.165,-0.005,12.821,-0.034,-0.057,-0.035,0
1944,-0.201,0.000,12.888,-0.004,-0.027,-0.012,0
1968,-0.182,-0.029,12.871,-0.072,-0.011,0.026,0
1992,-0.177,-0.050,12.828,-0.011,-0.004,-0.035,0
2016,-0.206,-0.026,12.845,0.034,-0.111,-0.051,0
2040,-0.208,-0.002,12.826,0.019,0.149,0.041,0
2064,-0.172,-0.024,12.826,0.050,0.080,0.095,0
2088,-0.187,0.000,12.919,0.057,0.050,-0.051,0
2112,-0.177,-0.048,12.900,-0.042,-0.004,-0.112,0
2136,-0.196,-0.019,12.864,-0.057,0.073,0.033,0
2160,-0.242,-0.022,12.807,-0.019,0.019,0.041,0
2184,-0.165,-0.024,12.857,-0.034,0.034,0.041,0
2208,-0.168,-0.041,12.807,0.004,0.027,0.056,0
2232,-0.196,-0.048,12.862,0.034,0.065,-0.051,0
2256,-0.206,-0.043,12.804,0.027,-0.011,0.064,0
2280,-0.208,0.000,12.828,-0.027,0.004,0.087,0
2304,-0.192,-0.024,12.876,0.050,0.050,-0.020,0
2328,-0.196,0.007,12.888,-0.057,0.080,-0.043,0
2352,-0.223,0.017,12.869,0.034,-0.004,0.011,0
2376,-0.223,-0.050,12.840,-0.027,0.004,-0.051,0
2400,-0.148,-0.043,12.862,0.027,0.050,0.026,0
2424,-0.211,0.000,12.886,0.042,0.080,0.011,0
2448,-0.199,-0.029,12.852,0.034,-0.027,0.087,0
2472,-0.153,0.000,12.854,0.004,0.073,-0.005,0
2496,-0.215,-0.024,12.828,0.027,-0.034,0.117,0
2520,-0.182,-0.019,12.845,-0.042,0.034,0.072,0
2544,-0.192,0.005,12.869,-0.027,0.103,0.102,0
2568,-0.144,-0.019,12.895,-0.019,0.034,0.079,0
2592,-0.187,-0.060,12.809,-0.042,0.011,0.033,0
2616,-0.187,0.000,12.831,0.050,0.065,0.079,0
2640,-0.227,-0.031,12.854,-0.034,-0.019,0.041,0
