time,ax,ay,az,gx,gy,gz,label
1632,-0.184,-0.043,12.802,0.075,0.025,0.033,0
1656,-0.199,-0.017,12.900,-0.024,0.063,-0.005,0
1680,-0.204,0.000,12.881,-0.077,0.017,-0.005,0
1704,-0.175,-0.017,12.833,-0.009,0.009,-0.089,0
1728,-0.218,0.045,12.823,0.068,-0.029,-0.028,0
1752,-0.182,-0.007,12.883,0.022,-0.021,-0.058,0
1776,-0.196,0.007,12.823,-0.016,0.009,-0.036,0
1800,-0.218,-0.017,12.845,0.075,-0.029,-0.058,0
1824,-0.180,-0.031,12.878,0.007,-0.044,-0.089,0
1848,-0.194,-0.017,12.898,-0.016,-0.006,0.087,0
1872,-0.163,-0.026,12.823,-0.016,-0.052,0.102,0
1896,-0.213,-0.045,12.857,0.007,0.032,0.010,0
1920,-0.170,-0.014,12.814,-0.016,0.017,0.010,0
1944,-0.192,-0.043,12.871,0.052,0.025,-0.097,0
1968,-0.172,-0.022,12.864,0.037,-0.082,0.018,0
1992,-0.136,-0.022,12.862,-0.024,-0.006,-0.020,0
2016,-0.189,-0.026,12.881,-0.093,0.017,-0.081,0
2040,-0.192,-0.041,12.842,0.014,-0.029,-0.036,0
2064,-0.182,-0.012,12.835,0.014,0.109,-0.081,0
2088,-0.225,0.005,12.888,0.030,-0.037,-0.127,0
2112,-0.170,-0.022,12.893,-0.062,-0.006,0.018,0
2136,-0.196,-0.012,12.874,0.045,-0.059,-0.005,0
2160,-0.223,0.007,12.847,-0.085,-0.090,0.026,0
2184,-0.204,-0.045,12.835,-0.047,-0.090,-0.051,0
2208,-0.227,-0.019,12.874,-0.039,-0.082,-0.036,0
2232,-0.206,-0.031,12.826,0.022,0.086,0.010,0
2256,-0.184,-0.017,12.840,0.052,-0.044,0.079,0
2280,-0.168,-0.041,12.869,-0.001,0.063,-0.013,0
2304,-0.218,-0.010,12.866,0.068,0.086,0.003,0
2328,-0.201,-0.026,12.900,0.098,0.047,0.003,0
2352,-0.192,0.019,12.864,0.007,0.070,0.079,0
2376,-0.180,-0.029,12.850,-0.024,0.017,0.056,0
2400,-0.208,-0.034,12.910,0.037,0.078,-0.028,0
2424,-0.182,-0.017,12.850,-0.039,0.002,0.018,0
2448,-0.218,-0.048,12.826,-0.009,0.017,0.048,0
2472,-0.204,-0.005,12.893,0.022,-0.014,-0.051,0
2496,-0.194,-0.029,12.888,-0.009,-0.021,-0.013,0
2520,-0.170,-0.012,12.854,0.060,-0.021,-0.051,0
2544,-0.192,-0.017,12.821,-0.070,-0.082,0.041,0
2568,-0.225,-0.036,12.888,0.014,0.055,-0.028,0
2592,-0.225,-0.048,12.826,-0.070,0.063,0.041,0
2616,-0.242,-0.034,12.878,-0.085,0.047,0.018,0
2640,-0.213,0.019,12.852,-0.001,0.009,0.003,0
2664,-0.177,-0.017,12.792,-0.024,-0.052,-0.013,0
2688,-0.187,-0.005,12.852,0.037,0.025,0.010,0
2712,-0.158,-0.026,12.857,-0.001,-0.090,0.048,0
2736,-0.196,-0.029,12.890,-0.009,-0.021,0.079,0
2760,-0.218,-0.036,12.842,-0.093,-0.014,0.102,0
2784,-0.180,-0.026,12.862,-0.009,-0.052,-0.005,0
