time,ax,ay,az,gx,gy,gz,label
1632,1.140,-0.084,12.673,-2.012,-24.556,0.245,0
1656,1.262,-0.012,12.991,-2.318,-22.411,0.955,0
1680,1.214,-0.110,12.831,-1.982,-35.113,5.748,0
1704,1.583,-0.084,12.582,-1.943,-36.052,6.580,0
1728,1.542,-0.129,12.763,-2.119,-34.648,8.481,0
1752,1.647,-0.208,12.725,-2.111,-39.495,7.634,0
1776,1.982,-0.244,12.517,-2.463,-37.930,5.977,0
1800,2.124,-0.278,12.694,-2.508,-35.006,5.512,0
1824,2.258,-0.345,12.783,-3.066,-45.480,4.611,0
1848,2.593,-0.338,12.378,-3.531,-53.594,3.596,0
1872,2.579,-0.311,12.529,-3.661,-54.228,2.443,0
1896,3.019,-0.139,12.292,-3.256,-67.266,2.290,0
1920,3.290,-0.259,12.084,-3.432,-63.403,3.977,0
1944,3.493,-0.192,12.294,-4.027,-60.258,2.977,0
1968,3.661,-0.218,12.021,-5.272,-65.358,1.122,0
1992,3.761,-0.333,11.978,-4.447,-59.312,1.512,0
2016,4.113,-0.251,11.758,-4.798,-50.350,-0.740,0
2040,4.243,-0.278,11.559,-4.547,-42.953,-0.565,0
2064,4.398,-0.304,11.533,-3.798,-29.403,-0.030,0
2088,4.477,-0.242,11.612,-5.936,-19.831,-4.168,0
2112,4.386,-0.445,11.674,-5.295,-19.403,-1.939,0
2136,4.484,-0.491,11.241,-6.623,-7.640,-7.809,0
2160,4.496,-0.443,11.444,-8.050,16.032,-12.763,0
2184,4.472,-0.388,11.303,-3.134,15.612,-13.885,0
2208,4.214,-0.376,11.988,-3.249,27.597,-14.236,0
2232,3.809,-0.843,12.196,-3.776,25.536,-10.420,0
2256,3.201,-0.546,12.244,1.079,26.337,-3.740,0
2280,3.819,-0.469,12.457,2.698,25.169,1.145,0
2304,5.131,-0.443,12.957,10.660,33.276,-5.671,0
2328,4.645,-0.136,12.440,26.057,57.772,-20.519,0
2352,3.522,-0.151,11.703,27.629,79.055,-26.336,0
2376,2.631,0.136,11.782,17.385,85.184,-16.519,0
2400,2.923,0.256,12.615,20.163,54.284,-3.992,0
2424,3.306,0.318,12.950,14.431,63.726,-4.794,0
2448,2.904,0.450,12.596,19.583,56.543,-3.412,0
2472,1.824,0.376,12.486,18.667,57.459,0.275,0
2496,1.743,-0.438,12.189,13.492,52.352,1.932,0
2520,1.999,0.304,12.620,8.072,70.490,-0.038,0
2544,1.429,0.491,12.869,4.194,76.597,-5.160,0
2568,1.128,0.354,12.819,4.240,64.383,-3.954,0
2592,1.027,0.469,12.397,7.286,68.910,-2.565,0
2616,0.474,0.376,12.455,1.637,76.856,3.886,0
2640,0.850,0.713,12.524,0.522,62.719,8.489,0
2664,0.474,0.692,12.495,2.698,59.146,-0.740,0
2688,-0.950,0.508,13.733,4.835,42.703,-2.107,0
2712,-0.335,0.010,12.747,4.904,35.856,2.229,0
2736,-0.536,0.469,13.089,4.850,42.482,3.275,0
2760,-0.742,0.436,12.993,7.637,36.604,4.061,0
2784,-0.888,0.388,12.838,3.492,40.390,2.321,0
2808,-1.300,0.419,13.027,-1.860,30.581,2.535,0
2832,-1.106,0.304,12.960,-2.195,17.658,5.580,0
2856,-0.560,0.227,12.481,-6.272,15.268,2.603,0
2880,-0.773,0.249,12.488,-14.989,16.375,6.313,0
2904,-1.314,0.263,12.632,-15.661,1.627,13.718,0
2928,-0.994,0.474,12.898,-24.066,-14.510,19.329,0
2952,-0.898,0.000,12.835,-36.211,-11.541,18.237,0
2976,-0.778,-0.278,12.249,-40.203,-22.999,10.344,0
3000,-0.591,-0.256,12.366,-47.188,-37.487,10.069,0
3024,-0.484,-0.357,12.778,-54.478,-73.564,12.985,0
3048,0.120,-0.546,12.924,-55.585,-120.663,15.351,0
3072,1.001,-0.721,12.297,-46.501,-97.006,18.245,0
3096,0.843,-0.718,12.594,-34.211,-60.434,10.710,0
3120,0.845,-0.934,12.905,-23.165,-58.526,9.718,0
3144,0.848,-0.821,12.771,-2.951,-47.945,12.619,0
3168,1.159,-0.735,13.108,12.446,-72.220,9.939,0
3192,2.078,-0.242,12.586,25.675,-94.380,6.535,0
3216,1.973,-0.498,12.766,37.530,-55.556,3.069,0
3240,1.736,-0.599,12.627,46.347,-40.907,0.283,0
3264,2.081,0.007,12.131,48.858,-46.579,1.512,0
3288,2.399,0.306,12.244,49.675,-41.945,0.451,0
3312,2.394,0.627,12.536,51.377,-50.312,-0.129,0
3336,2.974,0.524,12.163,52.224,-53.793,-4.542,0
3360,2.837,0.826,12.131,50.797,-29.373,-8.992,0
3384,2.758,1.106,12.024,42.408,-14.457,-12.137,0
3408,2.825,1.106,12.373,32.324,-19.159,-6.023,0
3432,3.235,1.281,12.328,32.782,-1.816,-3.931,0
3456,2.993,1.401,12.227,28.728,10.024,-3.816,0
3480,2.993,1.202,12.414,22.507,8.719,-5.893,0
3504,2.794,1.188,12.419,23.041,10.024,-10.038,0
3528,2.734,1.267,12.553,17.072,22.589,-14.679,0
3552,2.945,1.444,12.481,13.606,25.192,-15.252,0
3576,3.024,1.202,12.639,15.553,19.635,-3.496,0
3600,2.619,1.341,12.220,15.079,25.520,-2.587,0
3624,2.478,1.293,12.064,14.438,22.948,-1.252,0
3648,1.887,1.420,12.507,12.385,31.062,-2.023,0
3672,2.342,1.271,12.637,-2.485,42.413,-3.267,0
3696,2.401,1.018,12.165,-13.066,37.528,3.779,0
3720,2.351,1.061,12.481,-8.249,45.757,-0.488,0
3744,1.350,1.441,12.854,-7.180,47.276,-1.671,0
3768,1.549,1.470,12.306,-10.547,41.253,-4.580,0
3792,1.238,1.532,12.701,-19.493,41.368,-2.511,0
3816,1.053,1.539,12.641,-26.554,35.200,-0.358,0
3840,0.917,1.781,12.883,-33.172,37.223,-1.221,0
3864,1.216,1.528,13.027,-36.226,38.955,-1.946,0
3888,0.850,0.814,12.553,-34.035,41.826,-4.213,0
3912,0.448,0.948,12.744,-38.669,34.558,0.512,0
3936,0.553,0.591,12.732,-45.501,34.322,-2.671,0
3960,0.247,0.338,12.409,-48.997,34.070,-0.855,0
3984,0.256,0.541,12.893,-53.020,34.673,-4.977,0
4008,0.156,0.450,13.080,-46.134,32.986,-6.496,0
4032,0.077,0.053,12.823,-43.035,27.978,-5.358,0
4056,-0.201,-0.139,12.859,-41.463,25.474,-6.168,0
4080,-0.369,-0.532,12.321,-39.631,22.841,-10.152,0
4104,-0.091,-0.445,12.919,-43.027,16.726,-11.389,0
4128,-0.290,-0.582,12.826,-33.676,12.917,-11.068,0
4152,-0.491,-1.099,12.512,-30.707,6.192,-8.526,0
4176,-0.187,-0.776,12.766,-32.379,2.566,-4.000,0
4200,-0.014,-0.850,12.914,-22.333,-6.854,-0.671,0
4224,-0.263,-1.120,12.775,-15.020,-21.739,-0.687,0
4248,-0.115,-1.295,12.857,-13.592,-45.350,-1.534,0
4272,0.326,-1.300,12.902,-0.783,-60.121,-3.946,0
4296,0.115,-1.508,12.941,13.591,-61.274,-8.977,0
4320,0.254,-1.245,12.953,17.812,-83.716,-10.191,0
4344,0.622,-1.097,13.075,28.736,-106.319,-11.336,0
4368,0.879,-0.943,12.316,41.828,-129.434,-10.626,0
4392,1.903,-0.364,11.111,50.163,-116.190,-6.542,0
4416,2.634,-0.395,11.521,44.263,-74.816,-2.603,0
4440,3.036,-0.271,12.682,34.209,-65.380,-2.595,0
4464,3.091,-0.194,12.845,40.553,-53.106,-2.794,0
4488,3.311,0.055,12.596,44.660,-44.747,-1.244,0
4512,3.247,0.175,12.218,41.789,-31.571,-1.412,0
4536,3.050,0.517,12.177,36.209,1.940,1.893,0
4560,3.057,0.618,12.239,28.026,32.078,6.771,0
4584,2.483,0.740,12.744,23.400,60.116,11.512,0
4608,3.041,0.819,12.622,29.064,77.452,16.199,0
4632,2.641,1.053,12.445,32.369,69.994,8.359,0
4656,2.002,1.355,12.395,31.041,70.803,5.222,0
4680,1.741,1.350,12.459,27.911,77.406,8.695,0
4704,2.253,1.346,12.696,24.278,84.299,9.351,0
4728,1.721,1.312,12.869,25.560,79.299,-2.580,0
4752,0.441,1.448,12.644,26.698,58.810,-11.542,0
4776,0.019,1.602,12.268,29.751,69.925,-6.587,0
4800,-0.093,1.688,11.765,24.736,56.169,-4.045,0
4824,0.182,1.721,12.198,11.133,52.413,-2.465,0
4848,0.101,1.614,12.524,0.828,63.360,-3.267,0
4872,-0.407,1.480,12.625,-6.180,62.482,-3.801,0
4896,-0.467,1.295,12.644,-12.310,56.749,-2.878,0
4920,-0.450,1.188,12.517,-16.921,47.871,-6.496,0
4944,-0.984,1.030,12.804,-30.516,50.627,-9.129,0
4968,-1.298,0.812,13.053,-44.631,57.696,-7.961,0
4992,-1.164,0.795,12.998,-51.661,69.826,-10.015,0
5016,-1.784,0.555,12.752,-56.569,61.322,-19.878,0
5040,-2.258,0.261,12.263,-60.844,51.932,-24.122,0
5064,-2.370,0.036,12.354,-69.356,53.902,-25.267,0
5088,-2.557,-0.395,12.665,-72.806,47.963,-27.412,0
5112,-2.820,-0.656,12.962,-69.745,30.742,-28.839,0
5136,-2.509,-0.761,12.661,-55.974,16.696,-30.244,0
5160,-2.646,-0.989,12.024,-47.050,-10.999,-35.855,0
5184,-3.098,-1.279,13.041,-53.150,-26.045,-32.206,0
5208,-2.507,-1.556,13.336,-36.027,-33.709,-22.961,0
5232,-1.688,-1.535,13.101,-16.707,-85.724,-26.763,0
5256,-1.240,-1.518,12.941,-5.333,-119.151,-31.389,0
5280,-1.173,-1.389,12.795,9.789,-101.892,-29.595,0
5304,-0.725,-1.305,12.388,16.774,-97.991,-24.206,0
5328,-0.038,-1.384,12.313,21.224,-107.930,-23.007,0
5352,0.651,-1.293,12.517,23.095,-126.487,-23.862,0
5376,1.027,-1.247,12.361,28.095,-129.564,-22.893,0
5400,1.087,-1.144,12.234,30.438,-127.984,-23.633,0
5424,1.487,-0.948,12.325,33.469,-110.060,-18.641,0
5448,2.236,-0.658,12.127,34.011,-112.747,-15.107,0
5472,2.715,-0.725,12.115,33.011,-119.068,-16.442,0
5496,2.885,-0.670,12.524,28.362,-98.617,-12.519,0
5520,3.436,-0.666,12.737,31.331,-93.052,-7.916,0
5544,3.965,-0.412,12.555,38.423,-89.991,-8.725,0
5568,4.154,-0.378,11.997,44.751,-76.373,-8.229,0
5592,4.503,-0.139,11.978,43.255,-76.174,-9.786,0
5616,4.614,0.074,11.808,43.110,-51.999,-7.068,0
5640,4.767,0.220,11.823,41.354,-45.938,-9.007,0
5664,4.980,0.290,12.076,42.599,-33.709,-11.633,0
5688,4.903,0.649,11.911,51.011,-30.854,-15.954,0
5712,5.097,0.792,11.346,54.102,-15.243,-16.481,0
5736,4.860,0.965,11.102,50.469,7.047,-14.412,0
5760,4.501,1.173,11.016,45.026,15.375,-10.855,0
5784,4.618,1.434,11.406,41.301,24.787,-3.313,0
5808,5.109,1.587,11.528,41.446,35.009,-0.427,0
5832,5.148,1.937,11.478,37.934,44.749,-1.565,0
5856,4.997,2.090,11.088,33.652,61.833,-1.794,0
5880,4.259,2.150,11.262,26.041,57.016,-3.786,0
5904,4.180,2.219,11.973,19.293,58.177,-0.366,0
5928,4.240,2.260,11.808,26.927,49.650,-2.809,0
5952,3.910,2.421,11.320,27.652,34.673,-5.832,0
5976,3.869,2.423,11.248,16.255,54.925,-0.916,0
6000,3.747,2.492,11.253,5.690,63.459,-1.351,0
6024,3.163,2.483,12.184,-3.722,44.841,-5.427,0
6048,2.859,2.430,12.373,2.263,41.581,-2.626,0
6072,3.017,2.476,11.957,6.553,38.123,1.199,0
6096,2.993,2.519,11.854,3.377,39.497,0.252,0
6120,2.504,2.516,12.119,0.293,22.314,-4.336,0
6144,2.114,2.531,12.242,0.614,23.726,-1.358,0
6168,2.035,2.476,11.851,1.583,21.245,4.023,0
6192,2.291,2.358,11.641,-7.485,26.925,9.680,0
6216,2.389,2.239,11.904,-16.424,24.871,8.947,0
6240,2.229,2.176,12.139,-21.653,24.329,6.802,0
6264,2.033,2.109,12.289,-22.943,25.383,6.512,0
6288,1.856,1.985,12.380,-22.127,31.070,7.878,0
6312,1.899,2.040,12.486,-19.829,25.940,7.611,0
6336,1.913,2.157,12.160,-17.638,14.146,4.275,0
6360,1.623,2.253,11.665,-23.211,33.574,4.939,0
6384,1.326,2.152,11.650,-38.524,44.482,8.153,0
6408,1.535,1.745,12.292,-55.256,58.894,10.703,0
6432,1.456,1.346,13.343,-59.699,68.398,8.413,0
