time,ax,ay,az,gx,gy,gz,label
1632,-0.204,-0.012,12.869,0.429,-1.343,-1.292,0
1656,-0.208,-0.024,12.936,0.299,-1.297,-1.513,0
1680,-0.261,-0.050,12.807,-0.525,2.367,-3.536,0
1704,-0.347,-0.005,12.859,-0.793,3.520,-6.216,0
1728,-0.263,0.026,12.785,-0.022,0.451,-7.216,0
1752,-0.247,-0.014,12.857,-0.785,3.497,-4.559,0
1776,-0.129,0.026,12.823,0.123,-0.075,-1.994,0
1800,-0.244,-0.072,12.807,0.001,0.001,-0.063,0
1824,-0.239,-0.029,12.874,0.635,-2.083,0.097,0
1848,-0.275,0.010,12.840,0.589,-2.045,0.021,0
1872,-0.237,0.002,12.809,0.505,-1.816,0.051,0
1896,-0.254,-0.022,12.826,0.291,-0.808,0.006,0
1920,-0.201,-0.010,12.840,0.177,-0.503,0.029,0
1944,-0.204,-0.014,12.802,0.139,-0.427,-0.017,0
1968,-0.263,0.019,12.871,0.085,-0.442,0.151,0
1992,-0.242,-0.024,12.864,0.078,-0.167,0.097,0
2016,-0.223,-0.005,12.787,0.246,-1.251,0.029,0
2040,-0.280,0.000,12.804,0.200,-0.839,0.006,0
2064,-0.208,-0.031,12.785,0.444,-1.549,0.227,0
2088,-0.180,0.048,12.811,0.902,-3.007,0.013,0
2112,-0.235,0.017,12.881,0.467,-1.739,-0.010,0
2136,-0.220,0.005,12.847,1.055,-4.220,0.128,0
2160,0.038,0.055,12.694,1.223,-4.350,0.067,0
2184,-0.194,-0.022,12.933,-0.052,0.688,0.044,0
2208,-0.220,0.002,12.883,0.215,-0.877,0.135,0
2232,-0.163,0.014,12.862,0.520,-1.083,0.036,0
2256,-0.194,-0.005,12.847,0.497,-1.266,0.166,0
2280,-0.204,-0.019,12.792,1.078,-3.197,0.074,0
2304,-0.132,0.038,12.878,1.154,-3.205,-0.040,0
2328,-0.113,0.024,12.795,0.940,-2.381,-0.399,0
2352,-0.108,0.019,12.845,0.787,-1.709,-0.384,0
2376,-0.019,0.036,12.864,1.246,-2.068,-0.674,0
2400,-0.141,0.002,12.869,1.123,-1.320,-0.727,0
2424,-0.129,0.019,12.802,1.925,-2.167,-0.315,0
2448,-0.055,0.048,12.864,3.329,-3.007,-0.101,0
2472,-0.048,0.050,12.826,3.704,-2.281,-0.552,0
2496,-0.053,0.093,12.869,3.688,-2.106,-0.918,0
2520,-0.091,0.098,12.773,3.704,-1.602,-0.437,0
2544,-0.017,0.096,12.862,3.299,-1.045,-0.124,0
2568,-0.060,0.134,12.756,2.971,-0.915,-0.086,0
2592,-0.053,0.175,12.737,2.261,-0.587,-0.132,0
2616,-0.022,0.136,12.854,1.871,-0.373,-0.101,0
2640,-0.031,0.170,12.780,2.261,-0.434,-0.277,0
2664,-0.010,0.144,12.804,2.207,0.062,-0.246,0
2688,-0.101,0.122,12.876,2.383,-0.014,-0.376,0
2712,-0.053,0.175,12.850,3.551,-0.671,-0.330,0
2736,-0.012,0.175,12.869,3.696,-0.495,-0.300,0
2760,-0.031,0.235,12.876,4.169,-0.289,-0.788,0
2784,-0.050,0.254,12.876,4.955,-0.007,-0.971,0
2808,-0.019,0.314,12.787,5.322,-0.190,-0.544,0
2832,-0.010,0.213,12.821,4.871,0.138,-0.773,0
2856,-0.062,0.314,12.802,4.856,-0.335,-0.857,0
2880,-0.041,0.321,12.773,4.490,-0.480,-0.651,0
2904,0.005,0.294,12.816,3.871,-1.251,-0.720,0
2928,-0.036,0.381,12.761,3.749,-0.289,-0.681,0
2952,-0.060,0.378,12.804,3.322,-0.579,-0.429,0
2976,-0.031,0.431,12.802,3.307,-0.518,0.219,0
3000,-0.017,0.366,12.857,2.910,-0.197,0.036,0
3024,-0.067,0.414,12.795,2.986,0.337,-0.674,0
3048,0.002,0.436,12.838,2.772,-0.312,-0.391,0
3072,-0.014,0.498,12.840,3.345,-0.854,-0.384,0
3096,-0.017,0.491,12.850,3.352,-0.762,-0.178,0
3120,-0.014,0.414,12.840,3.223,-0.358,0.242,0
3144,-0.031,0.453,12.816,3.429,-0.259,-0.429,0
3168,-0.026,0.510,12.871,2.948,-0.976,-0.880,0
3192,-0.041,0.488,12.869,3.009,-1.587,-0.452,0
3216,0.050,0.476,12.809,4.093,-2.823,-0.162,0
3240,0.065,0.627,12.831,3.635,-0.961,-0.636,0
3264,0.012,0.579,12.763,3.345,-0.785,-0.368,0
3288,-0.031,0.515,12.783,2.574,-0.564,0.273,0
3312,0.038,0.539,12.828,1.612,-0.732,0.120,0
3336,0.062,0.527,12.699,2.169,-0.503,-0.116,0
3360,0.045,0.613,12.754,0.291,-0.030,0.441,0
3384,0.069,0.532,12.725,0.078,0.917,-0.216,0
3408,0.019,0.601,12.907,-0.510,1.306,0.029,0
3432,0.050,0.567,12.869,0.574,0.665,-0.284,0
3456,-0.026,0.603,12.785,0.536,0.810,-0.139,0
3480,0.043,0.606,12.886,0.574,0.978,0.364,0
3504,-0.014,0.563,12.905,2.627,1.825,0.212,0
3528,-0.031,0.570,12.725,3.887,1.306,0.082,0
3552,-0.014,0.668,12.763,3.459,1.360,0.082,0
