time,ax,ay,az,gx,gy,gz,label
1632,-0.182,-0.010,12.886,0.061,0.045,0.078,0
1656,-0.187,0.005,12.811,-0.084,0.037,-0.021,0
1680,-0.182,-0.024,12.814,0.016,-0.062,0.002,0
1704,-0.175,-0.041,12.828,0.008,0.029,0.116,0
1728,-0.187,-0.017,12.785,0.008,-0.016,0.025,0
1752,-0.187,-0.005,12.833,-0.038,0.052,0.033,0
1776,-0.213,-0.026,12.819,-0.038,-0.016,0.017,0
1800,-0.158,-0.053,12.905,-0.038,0.006,-0.036,0
1824,-0.189,-0.014,12.821,0.000,-0.078,-0.082,0
1848,-0.192,-0.005,12.775,0.023,0.029,-0.051,0
1872,-0.199,-0.031,12.828,-0.053,0.060,0.017,0
1896,-0.230,-0.017,12.823,0.000,0.083,0.025,0
1920,-0.189,-0.029,12.814,-0.046,-0.108,-0.044,0
1944,-0.199,-0.043,12.840,-0.084,0.151,0.109,0
1968,-0.213,-0.038,12.819,-0.061,-0.016,-0.036,0
1992,-0.211,0.017,12.852,-0.122,0.060,-0.006,0
2016,-0.170,-0.029,12.821,0.069,-0.215,0.124,0
2040,-0.208,0.010,12.819,0.031,-0.192,-0.051,0
2064,-0.182,0.017,12.845,0.412,-1.284,-0.013,0
2088,-0.206,-0.036,12.869,0.023,-0.123,-0.059,0
2112,-0.259,-0.002,12.866,-0.145,0.434,0.025,0
2136,-0.144,-0.029,12.828,0.008,-0.177,0.033,0
2160,-0.218,-0.038,12.842,0.000,0.006,-0.067,0
2184,-0.536,-0.084,12.845,-0.244,0.472,-0.746,0
2208,-0.199,-0.026,12.823,-0.221,1.190,-3.273,0
2232,-0.235,-0.017,12.876,0.168,-0.711,-0.777,0
2256,-0.199,0.057,12.819,-0.122,-0.474,-0.212,0
2280,-0.304,-0.089,12.900,0.390,-1.734,0.284,0
2304,-0.201,-0.002,12.852,2.069,-8.543,1.658,0
2328,-0.072,0.034,12.866,2.336,-9.940,3.574,0
2352,-0.007,0.002,12.718,1.924,-7.490,2.796,0
2376,-0.014,0.072,12.900,0.168,0.327,-0.311,0
2400,-0.067,0.017,12.842,-0.252,-1.604,-2.922,0
2424,-0.208,-0.043,12.919,0.107,-1.925,-1.937,0
2448,-0.146,0.053,12.869,2.130,-7.398,-0.288,0
2472,-0.122,0.019,12.898,0.260,-8.375,0.727,0
2496,0.108,0.043,12.687,-1.130,-10.910,0.246,0
2520,-0.005,0.036,12.881,-1.381,-10.642,0.300,0
2544,0.192,0.002,12.677,-1.442,-11.200,0.704,0
2568,0.153,0.005,12.869,-0.595,-4.940,2.002,0
2592,0.101,0.098,12.972,-1.046,-8.024,0.109,0
2616,0.297,-0.029,12.723,-1.771,-11.551,-0.395,0
2640,0.215,0.022,12.943,-0.794,-7.673,0.674,0
2664,0.290,-0.029,12.876,-1.404,-9.390,0.720,0
2688,0.424,-0.057,12.644,-1.504,-8.742,0.368,0
2712,0.335,0.005,12.823,-0.030,-1.642,1.834,0
2736,0.306,-0.067,12.910,-0.771,-3.910,1.162,0
2760,0.508,-0.038,12.756,-1.450,-7.368,0.292,0
2784,0.381,-0.081,12.840,-0.832,-4.566,0.758,0
2808,0.390,-0.065,12.845,-0.664,-4.131,-0.334,0
2832,0.481,-0.045,12.799,-0.068,-4.665,0.025,0
2856,0.450,-0.010,12.816,-0.412,-4.757,0.513,0
2880,0.467,-0.024,12.864,-1.122,-6.352,0.727,0
2904,0.642,0.005,12.701,-0.656,-5.230,1.170,0
2928,0.462,-0.091,12.852,-0.465,-3.131,1.544,0
2952,0.539,-0.055,12.732,-0.717,-5.116,-0.090,0
2976,0.611,-0.077,12.785,-0.664,-1.734,-0.891,0
3000,0.508,-0.043,12.852,0.031,-2.879,-2.021,0
3024,0.539,-0.093,12.811,-0.412,-4.284,-1.609,0
3048,0.560,-0.110,12.761,-1.252,-0.581,-1.433,0
3072,0.579,-0.026,12.864,0.351,-0.131,-0.189,0
3096,0.524,0.002,12.840,0.535,-3.009,0.399,0
3120,0.570,-0.084,12.900,-0.465,-1.543,1.017,0
3144,0.469,-0.093,13.020,-0.084,-1.925,0.094,0
3168,0.405,-0.136,13.321,0.000,-1.146,0.010,0
3192,0.591,-0.072,12.795,-0.107,-1.497,-0.204,0
3216,0.596,-0.089,12.852,-0.206,1.037,-0.456,0
3240,0.596,-0.096,12.926,-0.213,-0.543,-1.334,0
3264,0.579,-0.124,12.888,-0.946,-1.368,-2.975,0
3288,0.625,-0.062,12.919,-0.229,-0.543,-3.082,0
3312,0.474,0.007,13.012,-0.435,-3.482,-1.288,0
3336,0.711,-0.062,12.668,-0.504,-6.337,0.025,0
3360,0.642,-0.115,12.874,0.428,-2.223,-0.051,0
