time,ax,ay,az,gx,gy,gz,label
1632,-0.204,-0.014,12.799,0.165,-0.561,-4.336,0
1656,-0.156,-0.026,12.790,0.004,0.493,-4.481,0
1680,-0.211,-0.019,12.795,0.027,0.493,-4.405,0
1704,-0.230,0.014,12.862,0.310,-0.248,-4.374,0
1728,-0.182,0.026,12.828,0.226,-0.477,-4.176,0
1752,-0.163,0.050,12.804,0.233,-1.599,-4.397,0
1776,-0.247,0.022,12.814,-0.202,0.630,-4.405,0
1800,-0.223,-0.014,12.842,0.073,-0.469,-4.481,0
1824,-0.204,-0.019,12.828,0.104,-0.370,-4.351,0
1848,-0.220,0.002,12.850,0.142,-0.103,-4.382,0
1872,-0.192,-0.043,12.876,-0.034,0.203,-4.428,0
1896,-0.201,0.017,12.845,0.088,-0.248,-4.336,0
1920,-0.182,-0.022,12.866,0.081,-0.110,-4.413,0
1944,-0.225,-0.019,12.914,0.188,-0.576,-4.382,0
1968,-0.189,-0.019,12.893,0.394,-1.385,-4.306,0
1992,-0.168,0.014,12.816,0.302,-0.965,-4.267,0
2016,-0.251,-0.026,12.831,-0.011,0.180,-4.321,0
2040,-0.213,0.014,12.862,0.363,-1.309,-4.374,0
2064,-0.237,-0.012,12.845,0.966,-3.523,-4.329,0
2088,-0.208,-0.026,12.857,0.943,-3.698,-4.283,0
2112,-0.105,0.024,12.807,1.126,-4.072,-4.229,0
2136,-0.194,-0.005,12.886,0.676,-2.690,-4.504,0
2160,-0.096,0.026,12.886,1.584,-6.065,-4.573,0
2184,-0.086,0.031,12.847,1.195,-4.194,-4.695,0
2208,-0.098,0.012,12.831,0.928,-2.324,-5.573,0
2232,-0.043,0.041,12.835,1.020,-3.774,-6.191,0
2256,-0.151,0.024,12.886,0.615,-2.942,-5.634,0
2280,-0.110,0.041,12.814,0.577,-2.286,-4.474,0
2304,-0.045,0.031,12.816,0.607,-2.187,-4.100,0
2328,-0.041,0.007,12.826,0.157,-0.981,-4.382,0
2352,-0.096,0.084,12.864,0.104,-1.011,-4.565,0
2376,-0.072,0.089,12.905,-0.446,-4.217,-4.451,0
2400,-0.010,0.026,12.842,-0.774,-6.881,-4.206,0
2424,0.045,0.062,12.881,-0.690,-7.645,-3.634,0
2448,0.053,0.002,12.960,0.249,-8.156,-3.825,0
2472,0.127,0.110,12.852,0.279,-11.652,-4.267,0
2496,0.192,0.026,12.701,1.813,-9.729,-2.947,0
2520,0.124,0.091,12.924,0.462,-10.156,-2.680,0
2544,0.290,0.029,12.831,0.157,-16.087,-2.138,0
2568,0.400,-0.014,12.730,0.134,-15.660,-1.916,0
2592,0.342,-0.057,12.869,0.455,-13.767,-3.985,0
2616,0.476,-0.002,12.821,1.203,-14.255,-5.855,0
2640,0.541,0.031,12.728,1.974,-10.003,-5.886,0
2664,0.508,0.141,12.898,2.623,-7.767,-4.214,0
2688,0.632,0.156,12.768,0.218,-11.690,-3.893,0
2712,0.625,0.026,12.725,-0.148,-9.301,-3.122,0
2736,0.496,0.072,12.862,0.355,-6.706,-3.504,0
2760,0.685,0.093,12.756,1.043,-6.461,-2.809,0
2784,0.563,0.072,12.725,-0.515,-5.210,-1.993,0
2808,0.706,0.081,12.857,-1.438,-4.324,-1.191,0
2832,0.709,0.012,12.833,-1.225,-4.400,-2.100,0
2856,0.637,0.055,12.819,-0.095,-5.133,-2.367,0
2880,0.754,0.026,12.838,0.210,-4.874,-2.588,0
2904,0.711,0.110,12.761,0.676,-3.538,-3.939,0
2928,0.766,0.072,12.831,-0.957,-5.034,-2.710,0
2952,0.809,0.026,12.862,-0.248,-4.225,-2.687,0
2976,0.912,0.002,12.785,0.981,-3.996,-3.054,0
3000,0.783,0.072,12.936,-0.370,-3.355,-5.153,0
3024,0.831,0.072,12.823,-0.683,-5.217,-4.550,0
3048,0.871,0.079,12.823,-0.332,-4.126,-4.191,0
3072,0.881,0.038,12.807,-0.156,-4.141,-4.252,0
3096,0.953,0.031,12.716,0.386,-3.446,-4.397,0
3120,0.871,0.034,12.763,0.470,-2.019,-4.863,0
3144,0.927,-0.010,12.689,-0.423,-2.713,-4.466,0
3168,0.922,0.074,12.775,-0.980,-1.515,-4.741,0
3192,0.936,0.048,12.826,-0.362,-0.736,-4.474,0
3216,0.919,0.055,12.773,-0.538,-2.813,-4.550,0
3240,0.919,-0.002,12.816,-0.828,-3.301,-4.359,0
3264,0.922,0.045,12.802,0.004,-2.828,-4.497,0
3288,0.955,0.062,12.778,-0.064,-1.423,-4.351,0
3312,0.974,0.043,12.845,-0.377,-1.919,-4.122,0
3336,0.994,0.031,12.708,-1.034,-3.492,-4.336,0
3360,0.929,0.067,12.783,-1.141,-2.836,-4.527,0
3384,0.948,0.041,12.773,-1.492,-3.950,-4.428,0
3408,1.034,0.026,12.795,-1.957,-5.668,-4.504,0
3432,1.063,-0.017,12.761,-0.408,-7.133,-3.680,0
3456,1.106,0.079,12.708,-0.019,-5.797,-4.145,0
3480,1.097,-0.012,12.742,-0.347,-5.530,-3.565,0
3504,1.144,-0.026,12.775,0.172,-4.690,-3.214,0
3528,1.159,0.043,12.744,0.058,-2.950,-4.313,0
3552,1.137,0.019,12.713,0.165,-2.087,-4.329,0
3576,1.209,-0.017,12.771,-0.652,-1.240,-4.267,0
3600,1.125,-0.019,12.742,-0.141,-1.042,-4.497,0
3624,1.137,0.024,12.809,-0.431,-1.492,-4.527,0
3648,1.130,0.026,12.759,-0.652,-2.584,-4.382,0
3672,1.154,-0.019,12.847,-0.408,-3.545,-4.229,0
3696,1.211,-0.010,12.759,-0.034,-4.309,-4.336,0
3720,1.209,0.000,12.785,-0.583,-2.591,-4.397,0
3744,1.219,-0.041,12.737,-1.286,-4.446,-4.443,0
3768,1.221,-0.014,12.780,-1.576,-5.660,-4.802,0
3792,1.305,-0.103,12.766,-0.209,-5.538,-4.580,0
3816,1.259,-0.026,12.756,0.836,-4.858,-5.435,0
3840,1.322,0.000,12.730,0.104,-5.240,-6.405,0
3864,1.314,-0.036,12.862,-0.797,-5.347,-6.161,0
3888,1.391,-0.014,12.804,-0.637,-7.202,-6.657,0
3912,1.343,-0.014,12.725,-0.362,-6.523,-7.245,0
3936,1.417,-0.007,12.701,-0.232,-6.568,-7.237,0
3960,1.441,0.048,12.828,0.149,-7.232,-6.703,0
3984,1.444,-0.005,12.663,0.592,-9.378,-6.023,0
4008,1.444,-0.014,12.704,0.264,-7.179,-5.466,0
4032,1.528,-0.048,12.656,-0.805,-6.675,-5.100,0
4056,1.554,-0.055,12.670,-0.293,-5.408,-5.336,0
4080,1.554,0.012,12.716,-0.286,-5.271,-5.237,0
4104,1.597,-0.010,12.706,0.386,-5.339,-4.657,0
4128,1.597,-0.012,12.673,1.004,-4.782,-4.206,0
4152,1.657,-0.057,12.684,1.218,-4.271,-4.443,0
4176,1.688,0.029,12.610,0.188,-3.355,-5.054,0
4200,1.671,0.010,12.684,-0.728,-2.645,-5.374,0
4224,1.642,0.019,12.759,-0.973,-3.492,-5.046,0
4248,1.712,-0.014,12.766,-0.118,-6.736,-5.336,0
4272,1.695,-0.007,12.708,1.523,-7.248,-4.901,0
4296,1.664,-0.069,12.673,1.745,-7.110,-4.733,0
4320,1.712,-0.024,12.610,1.875,-3.561,-4.970,0
4344,1.784,-0.050,12.639,0.798,-2.202,-5.298,0
4368,1.733,0.019,12.682,-0.240,-2.210,-5.359,0
4392,1.741,0.010,12.761,0.142,-2.599,-4.626,0
4416,1.776,-0.038,12.704,1.126,-4.065,-3.901,0
4440,1.767,-0.019,12.730,1.539,-4.530,-3.985,0
4464,1.894,-0.031,12.656,2.508,-4.271,-4.199,0
4488,1.817,0.072,12.699,4.065,-0.927,-4.519,0
4512,1.865,0.065,12.620,1.126,-3.133,-4.466,0
4536,1.963,0.002,12.582,1.439,0.997,-4.649,0
4560,1.788,0.086,12.811,3.272,3.264,-6.153,0
4584,1.824,0.084,12.682,1.722,-2.316,-6.153,0
4608,1.832,0.132,12.704,2.172,-0.729,-6.084,0
4632,1.791,0.134,12.680,0.676,-2.446,-5.336,0
4656,1.839,0.101,12.601,-0.324,-3.675,-4.435,0
4680,1.844,0.093,12.689,-1.179,-3.828,-4.275,0
4704,1.875,0.045,12.684,-2.858,-6.232,-4.000,0
4728,1.999,0.065,12.682,-2.805,-5.385,-3.909,0
