time,ax,ay,az,gx,gy,gz,label
1632,-0.316,0.062,12.819,-0.030,0.086,-0.088,0
1656,-0.285,0.098,12.835,-0.053,0.117,0.042,0
1680,-0.299,0.062,12.826,-0.251,0.896,0.050,0
1704,-0.323,0.074,12.871,-0.304,0.865,-0.111,0
1728,-0.354,0.065,12.833,0.016,0.041,0.004,0
1752,-0.323,0.057,12.819,0.115,-0.433,0.027,0
1776,-0.316,0.072,12.828,-0.106,-0.036,-0.019,0
1800,-0.335,0.086,12.845,0.024,-0.188,-0.034,0
1824,-0.302,0.055,12.799,0.047,-0.188,0.004,0
1848,-0.330,0.072,12.854,0.054,0.018,-0.111,0
1872,-0.117,0.117,12.838,-0.236,0.751,-0.049,0
1896,-0.302,0.299,12.797,-1.694,4.415,10.951,0
1920,-0.663,0.093,12.835,-2.274,4.865,9.141,0
1944,-0.292,-0.055,12.857,-4.075,-0.150,6.439,0
1968,-0.323,-0.057,12.922,-5.633,6.125,5.470,0
1992,-0.472,0.115,12.831,-6.533,9.606,5.363,0
2016,-0.256,-0.019,13.087,-5.541,22.667,3.141,0
2040,-0.481,0.117,13.202,-5.785,43.132,1.241,0
2064,-0.962,0.007,12.756,-5.663,57.583,-1.393,0
2088,-1.300,-0.146,12.431,-3.289,51.293,-2.408,0
2112,-1.281,-0.084,12.704,-1.320,36.873,-2.233,0
2136,-1.358,-0.141,12.730,-1.266,32.209,-1.362,0
2160,-1.487,-0.086,12.792,-2.098,26.445,0.416,0
2184,-1.645,-0.093,12.637,-1.488,29.972,0.103,0
2208,-1.820,-0.057,12.653,-1.167,28.163,-0.088,0
2232,-1.875,-0.132,12.558,-1.457,25.483,-0.355,0
2256,-1.913,-0.096,12.663,-0.068,25.285,-0.973,0
2280,-2.035,-0.144,12.627,-0.747,24.407,-0.538,0
2304,-2.136,-0.151,12.476,-0.984,21.773,-0.439,0
2328,-2.133,-0.110,12.598,-0.793,19.514,-0.278,0
2352,-2.286,-0.127,12.419,-0.778,23.300,-0.233,0
2376,-2.404,-0.101,12.543,-1.167,16.621,-0.210,0
2400,-2.354,-0.153,12.495,-0.938,15.537,-0.210,0
2424,-2.540,-0.170,12.474,-0.289,13.850,0.554,0
2448,-2.488,-0.144,12.546,-0.785,11.560,0.172,0
2472,-2.526,-0.196,12.546,-0.488,14.880,-0.332,0
2496,-2.583,-0.168,12.543,-0.503,17.697,0.065,0
2520,-2.751,-0.156,12.364,-0.350,18.964,0.264,0
2544,-2.777,-0.141,12.445,-0.915,14.636,0.691,0
2568,-2.674,-0.213,12.474,-1.266,12.865,1.317,0
2592,-2.799,-0.199,12.342,-0.808,16.109,1.813,0
2616,-2.942,-0.165,12.349,-0.801,14.438,2.660,0
2640,-2.954,-0.156,12.361,-0.991,12.415,3.889,0
2664,-2.935,-0.182,12.459,-0.640,16.399,3.821,0
2688,-3.005,-0.158,12.285,-0.587,19.262,4.912,0
2712,-3.235,-0.175,12.244,-0.617,18.980,5.546,0
2736,-3.215,-0.136,12.299,0.138,18.132,5.546,0
2760,-3.306,-0.098,12.210,1.421,19.590,6.294,0
2784,-3.462,-0.093,12.213,1.757,18.720,6.615,0
2808,-3.558,-0.124,12.031,0.917,14.789,6.363,0
2832,-3.393,-0.091,12.333,-0.511,8.109,6.493,0
2856,-3.153,0.057,11.851,-0.075,4.911,6.302,0
2880,-2.942,0.029,12.225,-1.129,-27.959,3.470,0
2904,-2.976,-0.017,12.380,1.894,-26.998,1.783,0
2928,-2.990,-0.093,12.560,2.054,-24.181,-1.874,0
2952,-2.986,0.074,12.534,2.383,-29.257,-3.645,0
2976,-5.080,-0.917,11.937,0.940,-28.784,4.569,0
3000,-3.199,-0.271,12.194,-7.037,-44.013,14.615,0
3024,-2.164,-0.534,12.055,-7.175,-49.975,13.393,0
3048,-2.835,-0.247,12.491,-3.503,-46.814,7.042,0
3072,-2.274,-0.034,12.766,-3.732,-41.425,8.470,0
3096,-1.599,-0.124,12.811,-7.816,-45.845,5.508,0
3120,-1.535,0.067,12.677,-7.274,-50.227,-2.118,0
3144,-2.155,-0.211,12.708,-11.060,-55.486,-3.095,0
3168,-1.381,-0.342,12.649,-11.640,-57.784,1.493,0
3192,-1.144,-0.429,12.809,-7.060,-41.074,3.485,0
3216,-0.204,-0.136,13.233,-2.991,-43.585,-3.027,0
3240,-0.680,-0.294,13.956,3.451,-49.646,-11.683,0
3264,-1.173,-0.306,13.060,7.657,-24.730,-10.187,0
3288,-0.893,-0.182,12.282,6.520,-23.524,-2.408,0
3312,-0.931,-0.407,12.658,2.314,-35.372,2.317,0
3336,-0.644,-0.536,13.276,-0.129,-40.402,6.286,0
3360,0.165,-0.055,13.252,-1.785,-42.288,7.477,0
3384,0.500,-0.163,13.060,1.703,-48.150,5.813,0
3408,0.982,0.208,13.326,12.825,-58.853,-3.210,0
3432,0.314,0.050,12.869,18.291,-50.074,-4.271,0
3456,0.294,-0.172,12.708,12.711,-47.074,0.638,0
3480,0.644,-0.026,12.847,13.650,-31.517,1.966,0
3504,1.020,0.043,12.862,5.841,-39.570,4.859,0
3528,1.398,0.045,13.226,1.833,-52.112,4.088,0
3552,1.657,-0.002,12.675,8.115,-47.341,-0.889,0
3576,1.690,0.242,12.510,8.993,-45.074,-2.523,0
3600,1.815,0.225,12.754,6.123,-51.662,-1.523,0
3624,1.844,0.120,12.594,10.894,-48.524,-2.462,0
3648,1.743,0.338,12.258,11.810,-47.349,-1.752,0
3672,2.085,0.237,12.409,11.680,-51.158,1.126,0
3696,2.579,0.393,12.234,13.741,-50.593,2.569,0
3720,2.792,0.512,11.899,8.818,-54.249,1.225,0
3744,2.693,0.256,12.316,3.131,-50.784,-1.561,0
3768,2.674,0.323,12.886,10.558,-43.791,-1.607,0
3792,2.954,0.517,12.198,13.489,-42.944,0.973,0
3816,3.033,0.520,12.821,12.154,-45.394,3.035,0
3840,3.874,0.570,12.091,20.283,-41.799,2.454,0
3864,3.795,0.783,12.031,20.291,-35.036,-3.744,0
3888,3.807,0.833,11.870,17.176,-44.761,-4.569,0
3912,3.658,0.895,11.964,17.856,-50.746,-3.225,0
3936,3.855,0.912,11.894,17.321,-65.173,2.279,0
3960,4.465,0.936,11.509,13.505,-70.677,7.271,0
3984,4.872,0.965,11.475,10.329,-52.494,1.370,0
4008,4.681,0.974,11.542,11.657,-38.982,-4.057,0
4032,4.848,1.120,11.650,12.833,-38.875,-0.477,0
4056,4.867,0.989,11.217,11.367,-33.295,1.309,0
4080,4.791,0.974,11.095,10.154,-34.700,3.027,0
4104,5.049,1.073,11.143,11.367,-29.799,5.264,0
4128,5.626,1.101,10.788,7.199,-24.051,4.523,0
4152,5.423,1.176,11.238,8.108,-13.272,2.210,0
4176,5.555,1.279,10.937,9.573,-21.868,2.813,0
4200,5.567,1.037,10.812,7.871,-18.883,2.248,0
4224,5.471,1.070,10.697,5.444,2.926,-0.843,0
4248,5.315,1.166,11.104,1.535,13.720,-1.187,0
4272,5.277,1.156,11.174,-1.503,18.499,-0.981,0
4296,5.298,1.362,11.016,-2.862,27.384,-1.889,0
4320,5.045,1.216,11.207,-2.465,39.636,0.523,0
4344,5.222,1.111,11.097,-5.465,45.644,1.973,0
4368,4.496,1.211,11.346,-3.793,70.621,-0.156,0
4392,4.032,1.154,11.375,-6.053,81.163,3.783,0
4416,4.798,1.171,11.748,-12.900,63.880,11.241,0
4440,4.702,1.111,11.844,-16.320,55.209,8.599,0
4464,3.900,0.953,11.811,-20.511,55.132,5.195,0
4488,4.221,0.893,11.961,-19.511,41.659,9.928,0
4512,3.869,0.790,12.191,-3.732,28.606,11.851,0
4536,3.845,1.087,12.359,-6.732,28.728,10.783,0
4560,3.359,0.429,12.050,-11.671,33.865,5.363,0
4584,3.764,0.948,12.529,-15.648,42.751,-0.477,0
4608,3.797,0.836,12.948,-11.121,30.308,-8.637,0
4632,2.804,0.670,12.270,-7.724,33.544,-12.874,0
4656,2.641,0.654,12.165,-10.037,32.682,-8.721,0
4680,3.493,0.730,13.357,-6.701,28.636,-10.538,0
